"","name","text"
"236","CLINTON","there s only one of us on this stage who s actually shipped jobs to mexico because that s donald he s shipped jobs to countries including mexico "
"237","CLINTON","but he mentioned china and you know one of the biggest problems we have with china is the illegal dumping of steel and aluminum into our markets i have fought against that as a senator i ve stood up against it as secretary of state "
"238","CLINTON","donald has bought chinese steel and aluminum in fact the trump hotel right here in las vegas was made with chinese steel so he goes around with crocodile tears about how terrible it is but he has given jobs to chinese steelworkers not american steelworkers "
"239","WALLACE"," mr trump "
"240","CLINTON"," that s the kind of approach that is just not going to work "
"241","TRUMP"," well let me just say let me just say "
"242","CLINTON"," we re going to pull the country together we re going to have trade agreements that we enforce that s why i m going to have a trade prosecutor for the first time in history and we re going to enforce those agreements and we re going to look for businesses to help us by buying american products "
"243","WALLACE"," secretary clinton go ahead mr trump "
"244","TRUMP"," let me ask a simple question she s been doing this for years why the hell didn t you do it over the last years "
"245","CLINTON"," no i voted "
"246","TRUMP"," you were very much involved excuse me my turn you were very much involved in every aspect of this country very much and you do have experience i say the one thing you have over me is experience but it s bad experience because what you ve done has turned out badly "
"247","TRUMP","for years you ve been in a position to help and if you say that i use steel or i use something else i make it impossible for me to do that i wouldn t mind "
"248","TRUMP","the problem is you talk but you don t get anything done hillary you don t just like when you ran the state department billion was missing how do you miss billion you ran the state department billion was either stolen they don t know it s gone billion if you become president this country is going to be in some mess believe me "
"249","CLINTON"," well first of all what he just said about the state department is not only untrue it s been debunked numerous times "
"250","CLINTON","but i think it s really an important issue he raised the years of experience so let me just talk briefly about that you know back in the s i worked for the children s defense fund and i was taking on discrimination against african american kids in schools he was getting sued by the justice department for racial discrimination in his apartment buildings "
"251","CLINTON","in the s i was working to reform the schools in arkansas he was borrowing million from his father to start his businesses in the s i went to beijing and i said women s rights are human rights he insulted a former miss universe alicia machado called her an eating machine "
"252","TRUMP"," give me a break "
"253","CLINTON"," and on the day when i was in the situation room monitoring the raid that brought osama bin laden to justice he was hosting the celebrity apprentice so i m happy to compare my years of experience what i ve done for this country trying to help in every way i could especially kids and families get ahead and stay ahead with your years and i ll let the american people make that decision "
"254","TRUMP"," well i think i did a much better job i built a massive company a great company some of the greatest assets anywhere in the world worth many many billions of dollars i started with a million loan i agree with that it s a million loan but i built a phenomenal company "
"255","TRUMP","and if we could run our country the way i ve run my company we would have a country that you would be so proud of you would even be proud of it "
"256","TRUMP","and frankly when you look at her real record take a look at syria take a look at the migration take a look at libya take a look at iraq she gave us isis because her and obama created this huge vacuum and a small group came out of that huge vacuum because when we should never have been in iraq but once we were there we should have never got out the way they wanted to get out she gave us isis as sure as you are sitting there and what happened is now isis is in countries and now i listen how she s going to get rid of isis she s going to get rid of nobody "
"257","WALLACE"," all right we are going to get to foreign hot spots in a few moments but the next segment is fitness to be president of the united states mr trump at the last debate you said your talk about grabbing women was just that talk and that you d never actually done it and since then as we all know nine women have come forward and have said that you either groped them or kissed them without their consent "
"258","WALLACE","why would so many different women from so many different circumstances over so many different years why would they all in this last couple of weeks make up you deny this why would they all make up these stories "
"259","WALLACE","since this is a question for both of you secretary clinton mr trump says what your husband did and that you defended was even worse mr trump you go first "
"260","TRUMP"," well first of all those stories have been largely debunked those people i don t know those people i have a feeling how they came i believe it was her campaign that did it "
"261","TRUMP","just like if you look at what came out today on the clips where i was wondering what happened with my rally in chicago and other rallies where we had such violence she s the one and obama that caused the violence they hired people they paid them and they re on tape saying be violent cause fights do bad things "
"262","TRUMP","i would say the only way because those stories are all totally false i have to say that and i didn t even apologize to my wife who s sitting right here because i didn t do anything i didn t know any of these i didn t see these women "
"263","TRUMP","these women the woman on the plane the i think they want either fame or her campaign did it and i think it s her campaign because what i saw what they did which is a criminal act by the way where they re telling people to go out and start fist fights and start violence "
"264","TRUMP","and i ll tell you what in particular in chicago people were hurt and people could have been killed in that riot and that was now all on tape started by her i believe chris that she got these people to step forward if it wasn t they get their minutes of fame but they were all totally it was all fiction it was lies and it was fiction "
"265","CLINTON"," well"
"266","WALLACE"," secretary clinton "
"267","CLINTON"," at the last debate we heard donald talking about what he did to women and after that a number of women have come forward saying that s exactly what he did to them now what was his response well he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted "
"268","TRUMP"," i did not say that i did not say that "
"269","CLINTON"," in fact he went on to say"
"270","WALLACE"," her two minutes sir her two minutes her two minutes "
"271","TRUMP"," i did not say that "
"272","WALLACE"," it s her two minutes "
"273","CLINTON"," he went on to say look at her i don t think so about another woman he said that wouldn t be my first choice he attacked the woman reporter writing the story called her disgusting as he has called a number of women during this campaign "
"274","CLINTON","donald thinks belittling women makes him bigger he goes after their dignity their self worth and i don t think there is a woman anywhere who doesn t know what that feels like so we now know what donald thinks and what he says and how he acts toward women that s who donald is "
"275","CLINTON","i think it s really up to all of us to demonstrate who we are and who our country is and to stand up and be very clear about what we expect from our next president how we want to bring our country together where we don t want to have the kind of pitting of people one against the other where instead we celebrate our diversity we lift people up and we make our country even greater "
"276","CLINTON","america is great because america is good and it really is up to all of us to make that true now and in the future and particularly for our children and our grandchildren "
"277","WALLACE"," mr trump"
"278","TRUMP"," nobody has more respect for women than i do nobody "
"279","TRUMP","nobody has more respect"
"280","WALLACE"," please everybody "
"281","TRUMP"," and frankly those stories have been largely debunked and i really want to just talk about something slightly different "
"282","TRUMP","she mentions this which is all fiction all fictionalized probably or possibly started by her and her very sleazy campaign but i will tell you what isn t fictionalized are her emails where she destroyed emails criminally criminally after getting a subpoena from the united states congress "
"283","TRUMP","what happened to the i don t know we have a great general four star general today you read it in all of the papers going to potentially serve five years in jail for lying to the one lie she s lied hundreds of times to the people to congress and to the he s going to probably go to jail this is a four star general and she gets away with it and she can run for the presidency of the united states that s really what you should be talking about not fiction where somebody wants fame or where they come out of her crooked campaign "
"284","WALLACE"," secretary clinton "
"285","CLINTON"," well every time donald is pushed on something which is obviously uncomfortable like what these women are saying he immediately goes to denying responsibility and it s not just about women he never apologizes or says he s sorry for anything "
"286","CLINTON","so we know what he has said and what he s done to women but he also went after a disabled reporter mocked and mimicked him on national television "
"287","TRUMP"," wrong "
"288","CLINTON"," he went after mr and mrs khan the parents of a young man who died serving our country a gold star family because of their religion he went after john mccain a prisoner of war said he prefers people who aren t captured he went after a federal judge born in indiana but who donald said couldn t be trusted to try the fraud and racketeering case against trump university because his parents were mexican "
"289","CLINTON","so it s not one thing this is a pattern a pattern of divisiveness of a very dark and in many ways dangerous vision of our country where he incites violence where he applauds people who are pushing and pulling and punching at his rallies that is not who america is "
"290","CLINTON","and i hope that as we move in the last weeks of this campaign more and more people will understand what s at stake in this election it really does come down to what kind of country we are going to have "
"291","TRUMP"," so sad when she talks about violence at my rallies and she caused the violence it s on tape "
"292","WALLACE"," during the last"
"293","TRUMP"," the other things are false but honestly i d love to talk about getting rid of isis and i d love to talk about other things"
"294","WALLACE"," "
"295","TRUMP"," but those other charges as she knows are false "
"296","WALLACE"," in this bucket about fitness to be president there s been a lot of developments over the last days since the last debate i d like to ask you about them these are questions that the american people have "
"297","WALLACE","secretary clinton during your senate confirmation hearing you promised to avoid even the appearance of a conflict of interest with your dealing with the clinton foundation while you were secretary of state but emails show that donors got special access to you those seeking grants for haiti relief were considered separately from non donors and some of those donors got contracts government contracts taxpayer money "
"298","WALLACE","can you really say that you kept your pledge to that senate committee and why isn t what happened and what went on between you and the clinton foundation why isn t it what mr trump calls pay to play "
"299","CLINTON"," well everything i did as secretary of state was in furtherance of our country s interests and our values the state department has said that i think that s been proven "
"300","CLINTON","but i am happy in fact i m thrilled to talk about the clinton foundation because it is a world renowned charity and i am so proud of the work that it does you know i could talk for the rest of the debate i know i don t have the time to do that "
"301","CLINTON","but just briefly the clinton foundation made it possible for million people around the world with to afford treatment and that s about half all the people in the world who are getting treatment in partnership with the american health association"
"302","WALLACE"," secretary clinton"
"303","CLINTON"," we have made environments in schools healthier for kids including healthier lunches"
"304","WALLACE"," secretary clinton respectfully this is this is an open discussion "
"305","CLINTON"," well it is an open discussion and you"
"306","WALLACE"," and the specific question went to pay for play do you want to talk about that "
"307","CLINTON"," well but there is no but there is no evidence but there is"
"308","TRUMP"," i think that it s been very well"
"309","WALLACE"," let s ask mr trump "
"310","CLINTON"," there is a lot of evidence about the very good work"
"311","TRUMP"," it s been very well studied "
"312","CLINTON"," and the high rankings"
"313","WALLACE"," please let mr trump speak "
"314","TRUMP"," and it s a criminal enterprise and so many people know it "
"315","WALLACE"," please let mr trump speak "
"316","TRUMP"," it s a criminal enterprise saudi arabia giving million qatar all of these countries you talk about women and women s rights so these are people that push gays off business off buildings these are people that kill women and treat women horribly and yet you take their money "
"317","TRUMP","so i d like to ask you right now why don t you give back the money that you ve taken from certain countries that treat certain groups of people so horribly why don t you give back the money i think it would be a great gesture "
"318","TRUMP","because she takes a tremendous amount of money and you take a look at the people of haiti i was at a little haiti the other day in florida and i want to tell you they hate the clintons because what s happened in haiti with the clinton foundation is a disgrace and you know it and they know it and everybody knows it "
"319","WALLACE"," secretary clinton "
"320","CLINTON"," well very quickly we at the clinton foundation spend percent percent of all the money that is donated on behalf of programs of people around the world and in our own country i m very proud of that we have the highest rating from the watchdogs that follow foundations and i d be happy to compare what we do with the trump foundation which took money from other people and bought a six foot portrait of donald i mean who does that it just was astonishing "
"321","CLINTON","but when it comes to haiti haiti is the poorest country in our hemisphere the earthquake and the hurricanes it has devastated haiti bill and i have been involved in trying to help haiti for many years the clinton foundation raised million to help haiti after the catastrophic earthquake and all of the terrible problems the people there had "
"322","CLINTON","we have done things to help small businesses agriculture and so much else and we re going to keep working to help haiti"
"323","WALLACE"," all right "
"324","CLINTON"," because it s an important part of the american experience "
"325","TRUMP"," they don t want you to help them anymore "
"326","TRUMP"," i d like to mention one thing trump foundation small foundation people contribute i contribute the money goes percent percent goes to different charities including a lot of military i don t get anything i don t buy boats i don t buy planes what happens the money goes to them "
"327","WALLACE"," wasn t some of the money used to settle your lawsuits sir "
"328","TRUMP"," no it was we put up the american flag and that s it they put up the american flag we fought for the right in palm beach to put up the american flag "
"329","WALLACE"," right but there was a penalty that was imposed by palm beach county and the money came from your foundation"
"330","TRUMP"," there was there was and by the way"
"331","WALLACE"," instead of mar a lago or yourself sir "
"332","TRUMP"," the money the money went to fisher house where they build houses the money that you re talking about went to fisher house where they build houses for veterans and disabled vets "
"333","WALLACE"," i want to get into one"
"334","CLINTON"," but of course there s no way we can know whether any of that is true because he hasn t released his tax returns he is the first candidate ever to run for president in the last plus years who has not released his tax returns so everything he says about charity or anything else we can t prove it you can look at our tax returns we ve got them all out there "
"335","CLINTON","but what is really troubling is that we learned in the last debate he has not paid a penny in federal income tax and we were talking about immigrants a few minutes ago chris you know half of all immigrants undocumented immigrants in our country actually pay federal income tax so we have undocumented immigrants in america who are paying more federal income tax than a billionaire i find that just astonishing "
"336","WALLACE"," i want"
"337","TRUMP"," so let me just tell you very quickly we re entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges and we do it and all of her donors just about all of them i know buffett took hundreds of millions of dollars soros george soros took hundreds of millions of dollars"
"338","WALLACE"," we"
"339","TRUMP"," let me just explain "
"340","WALLACE"," but no we heard this"
"341","TRUMP"," most of her donors have done the same thing as i do "
"342","WALLACE"," mr trump we "
"343","TRUMP"," you know what she should have done "
"344","WALLACE"," folks we heard this"
"345","TRUMP"," and you know hillary what you should have done you should have changed the law when you were a united states senator"
"346","WALLACE"," folks we heard this"
"347","TRUMP"," because your donors and your special interests are doing the same thing as i do except even more so "
"348","CLINTON"," well you know"
"349","TRUMP"," you should have changed the law but you won t change the law because you take in so much money i mean i sat in my apartment today on a very beautiful hotel down the street known as trump"
"350","CLINTON"," made with chinese steel "
"351","TRUMP"," but i will tell you i sat therei sat there watching ad after ad after ad false ad all paid for by your friends on wall street that gave so much money because they know you re going to protect them and frankly you should have changed the laws "
"352","WALLACE"," mr trump"
"353","TRUMP"," if you don t like what i did you should have changed the laws "
"354","WALLACE"," mr trump i want to ask you about one last question in this topic you have been warning at rallies recently that this election is rigged and that hillary clinton is in the process of trying to steal it from you "
"355","WALLACE","your running mate governor pence pledged on sunday that he and you his words will absolutely accept the result of this election today your daughter ivanka said the same thing i want to ask you here on the stage tonight do you make the same commitment that you will absolutely sir that you will absolutely accept the result of this election "
"356","TRUMP"," i will look at it at the time i m not looking at anything now i ll look at it at the time "
"357","TRUMP","what i ve seen what i ve seen is so bad first of all the media is so dishonest and so corrupt and the pile on is so amazing the new york times actually wrote an article about it but they don t even care it s so dishonest and they ve poisoned the mind of the voters "
"358","TRUMP","but unfortunately for them i think the voters are seeing through it i think they re going to see through it we ll find out on november th but i think they re going to see through it "
"359","WALLACE"," but sir there s"
"360","TRUMP"," if you look excuse me chris if you look at your voter rolls you will see millions of people that are registered to vote millions this isn t coming from me this is coming from pew report and other places millions of people that are registered to vote that shouldn t be registered to vote "
"361","TRUMP","so let me just give you one other thing so i talk about the corrupt media i talk about the millions of people tell you one other thing she shouldn t be allowed to run it s crooked she s she s guilty of a very very serious crime she should not be allowed to run "
"362","TRUMP","and just in that respect i say it s rigged because she should never"
"363","WALLACE"," but"
"364","TRUMP"," chris she should never have been allowed to run for the presidency based on what she did with emails and so many other things "
"365","WALLACE"," but sir there is a tradition in this country in fact one of the prides of this country is the peaceful transition of power and that no matter how hard fought a campaign is that at the end of the campaign that the loser concedes to the winner not saying that you re necessarily going to be the loser or the winner but that the loser concedes to the winner and that the country comes together in part for the good of the country are you saying you re not prepared now to commit to that principle "
"366","TRUMP"," what i m saying is that i will tell you at the time i ll keep you in suspense "
"367","CLINTON"," well chris let me respond to that because that s horrifying you know every time donald thinks things are not going in his direction he claims whatever it is is rigged against him "
"368","CLINTON","the conducted a year long investigation into my emails they concluded there was no case he said the was rigged he lost the iowa caucus he lost the wisconsin primary he said the republican primary was rigged against him then trump university gets sued for fraud and racketeering he claims the court system and the federal judge is rigged against him there was even a time when he didn t get an emmy for his program three years in a row and he started tweeting that the emmys were rigged against him "
"369","TRUMP"," should have gotten it "
"370","CLINTON"," this is this is a mindset this is how donald thinks and it s funny but it s also really troubling "
"371","WALLACE"," "
"372","CLINTON"," so that is not the way our democracy works we ve been around for years we ve had free and fair elections we ve accepted the outcomes when we may not have liked them and that is what must be expected of anyone standing on a debate stage during a general election you know president obama said the other day when you re whining before the game is even finished"
"373","WALLACE"," hold on hold on folks hold on folks "
"374","CLINTON"," it just shows you re not up to doing the job and let s you know let s be clear about what he is saying and what that means he is denigrating he s talking down our democracy and i for one am appalled that somebody who is the nominee of one of our two major parties would take that kind of position "
"375","TRUMP"," i think what the did and what the department of justice did including meeting with her husband the attorney general in the back of an airplane on the tarmac in arizona i think it s disgraceful i think it s a disgrace "
"376","WALLACE"," all right "
"377","TRUMP"," i think we ve never had a situation so bad in this country "
"378","WALLACE"," hold on folks this doesn t do any good for anyone let s please continue the debate and let s move on to the subject of foreign hot spots "
"379","WALLACE","the iraqi offensive to take back mosul has begun if they are successful in pushing isis out of that city and out of all of iraq the question then becomes what happens the day after and that s something that whichever of you ends up whoever of you ends up as president is going to have to confront "
"380","WALLACE","will you put u s troops into that vacuum to make sure that isis doesn t come back or isn t replaced by something even worse secretary clinton you go first in this segment you have two minutes "
"381","CLINTON"," well i am encouraged that there is an effort led by the iraqi army supported by kurdish forces and also given the help and advice from the number of special forces and other americans on the ground but i will not support putting american soldiers into iraq as an occupying force i don t think that is in our interest and i don t think that would be smart to do in fact chris i think that would be a big red flag waving for isis to reconstitute itself "
"382","CLINTON","the goal here is to take back mosul it s going to be a hard fight i ve got no illusions about that and then continue to press into syria to begin to take back and move on raqqa which is the isis headquarters "
"383","CLINTON","i am hopeful that the hard work that american military advisers have done will pay off and that we will see a real a really successful military operation but we know we ve got lots of work to do syria will remain a hotbed of terrorism as long as the civil war aided and abetted by the iranians and the russians continue "
"384","CLINTON","so i have said look we need to keep our eye on isis that s why i want to have an intelligence surge that protects us here at home why we have to go after them from the air on the ground online why we have to make sure here at home we don t let terrorists buy weapons if you re too dangerous to fly you re too dangerous to buy a gun "
"385","CLINTON","and i m going to continue to push for a no fly zone and safe havens within syria not only to help protect the syrians and prevent the constant outflow of refugees but to frankly gain some leverage on both the syrian government and the russians so that perhaps we can have the kind of serious negotiation necessary to bring the conflict to an end and go forward on a political track "
"386","WALLACE"," mr trump same question if we are able to push isis out of mosul and out of iraq will would you be willing to put u s troops in there to prevent their return or something else "
"387","TRUMP"," let me tell you mosul is so sad we had mosul but when she left when she took everybody out we lost mosul now we re fighting again to get mosul the problem with mosul and what they wanted to do is they wanted to get the leaders of isis who they felt were in mosul "
"388","TRUMP","about three months ago i started reading that they want to get the leaders and they re going to attack mosul whatever happened to the element of surprise we announce we re going after mosul i have been reading about going after mosul now for about how long is it hillary three months these people have all left they ve all left "
"389","TRUMP","the element of surprise douglas macarthur george patton spinning in their graves when they see the stupidity of our country so we re now fighting for mosul that we had all she had to do was stay there and now we re going in to get it "
"390","TRUMP","but you know who the big winner in mosul is going to be after we eventually get it and the only reason they did it is because she s running for the office of president and they want to look tough they want to look good he violated the red line in the sand and he made so many mistakes made all the mistakes that s why we have the great migration but she wanted to look good for the election so they re going in "
"391","TRUMP","but who s going to get mosul really we ll take mosul eventually but the way if you look at what s happening much tougher than they thought much much tougher much more dangerous going to be more deaths that they thought "
"392","TRUMP","but the leaders that we wanted to get are all gone because they re smart they say what do we need this for so mosul is going to be a wonderful thing and iran should write us a letter of thank you just like the really stupid the stupidest deal of all time a deal that s going to give iran absolutely nuclear weapons iran should write us yet another letter saying thank you very much because iran as i said many years ago iran is taking over iraq something they ve wanted to do forever but we ve made it so easy for them "
"393","TRUMP","so we re now going to take mosul and do you know who s going to be the beneficiary iran oh yeah they re making i mean they are outsmarting look you re not there you might be involved in that decision but you were there when you took everybody out of mosul and out of iraq you shouldn t have been in iraq but you did vote for it you shouldn t have been in iraq but once you were in iraq you should have never left the way "
"394","WALLACE"," sir your two minutes are up "
"395","TRUMP"," the point is the big winner is going to be iran "
"396","CLINTON"," well you know once again donald is implying that he didn t support the invasion of iraq i said it was a mistake i ve said that years ago he has consistently denied what is"
"397","TRUMP"," wrong "
"398","CLINTON"," a very clear fact that"
"399","TRUMP"," wrong "
"400","CLINTON"," before the invasion he supported it and you know i just want everybody to go google it google donald trump iraq and you will see the dozens of sources which verify that he was for the invasion of iraq "
"401","TRUMP"," wrong "
"402","CLINTON"," and you can actually hear the audio of him saying that now why does that matter well it matters because he has not told the truth about that position i guess he believes it makes him look better now to contrast with me because i did vote for it "
"403","CLINTON","but what s really important here is to understand all the interplay mosul is a sunni city mosul is on the border of syria and yes we do need to go after baghdadi and just like we went after bin laden while you were doing celebrity apprentice and we brought him to justice we need to go after the leadership "
"404","CLINTON","but we need to get rid of them get rid of their fighters there are an estimated several thousand fighters in mosul they ve been digging underground they ve been prepared to defend it s going to be tough fighting but i think we can take back mosul and then we can move on into syria and take back raqqa "
"405","CLINTON","this is what we have to do i m just amazed that he seems to think that the iraqi government and our allies and everybody else launched the attack on mosul to help me in this election but that s how donald thinks you know he always is looking for some conspiracy "
"406","TRUMP"," chris we don t gain anything "
"407","CLINTON"," he has all the conspiracy theories"
"408","TRUMP"," iran is taking over iraq "
"409","WALLACE"," secretary clinton it s"
"410","TRUMP"," iran is taking over iraq we don t gain anything "
"411","CLINTON"," this conspiracy theory which he s been spewing out for quite some time "
"412","TRUMP"," if they did it by surprise"
"413","WALLACE"," wait wait wait secretary clinton it s an open discussion "
"414","CLINTON"," he says"
"415","TRUMP"," we could have gained if they did it by surprise "
"416","WALLACE"," secretary please let mr trump speak "
"417","CLINTON"," unfit and he proves it every time he talks "
"418","TRUMP"," no you are the one that s unfit you know wikileaks just actually came out john podesta said some horrible things about you and boy was he right he said some beauties and you know bernie sanders he said you have bad judgment you do "
"419","TRUMP","and if you think that going into mosul after we let the world know we re going in and all of the people that we really wanted the leaders they re all gone if you think that was good then you do now john podesta said you have terrible instincts bernie sanders said you have bad judgment i agree with both "
"420","CLINTON"," well you should ask bernie sanders who he s supporting for president and he has said"
"421","TRUMP"," which is a big mistake "
"422","CLINTON"," as he has campaigned for me around the country you are the most dangerous person to run for president in the modern history of america i think he s right "
"423","WALLACE"," let s turn to aleppo mr trump in the last debate you were both asked about the situation in the syrian city of aleppo and i want to follow up on that because you said several things in that debate which were not true sir you said that aleppo has basically fallen in fact there in fact there are"
"424","TRUMP"," it s a catastrophe i mean"
"425","WALLACE"," it s a catastrophe but there"
"426","TRUMP"," it s a mess "
"427","WALLACE"," there are a quarter of"
"428","TRUMP"," have you seen it have you seen it "
"429","WALLACE"," sir"
"430","TRUMP"," have you seen what s happening to aleppo "
"431","WALLACE"," sir if i may finish my question"
"432","TRUMP"," okay so it hasn t fallen take a look at it "
"433","WALLACE"," well there are a quarter of a million people still living there and being slaughtered "
"434","TRUMP"," that s right and they are being slaughtered"
"435","WALLACE"," yes "
"436","TRUMP"," because of bad decisions "
"437","WALLACE"," if i may just finish here and you also said that that syria and russia are busy fighting isis in fact they have been the ones who ve been bombing and shelling eastern aleppo and they just announced a humanitarian pause in effect admitting that they have been bombing and shelling aleppo would you like to clear that up sir "
"438","TRUMP"," well aleppo is a disaster it s a humanitarian nightmare but it has fallen from the from any standpoint i mean what do you need a signed document take a look at aleppo it is so sad when you see what s happened "
"439","TRUMP","and a lot of this is because of hillary clinton because what s happened is by fighting assad who turned out to be a lot tougher than she thought and now she s going to say oh he loves assad she s he s just much tougher and much smarter than her and obama and everyone thought he was gone two years ago three years ago he he aligned with russia "
"440","TRUMP","he now also aligned with iran who we made very powerful we gave them billion back we give them billion in cash i mean cash bundles of cash as big as this stage we gave them billion "
"441","TRUMP","now they have he has aligned with russia and with iran they don t want isis but they have other things because we re backing we re backing rebels we don t know who the rebels are we re giving them lots of money lots of everything we don t know who the rebels are and when and if and it s not going to happen because you have russia and you have iran now but if they ever did overthrow assad you might end up with as bad as assad is and he s a bad guy but you may very well end up with worse than assad "
"442","TRUMP","if she did nothing we d be in much better shape and this is what s caused the great migration where she s taking in tens of thousands of syrian refugees who probably in many cases not probably who are definitely"
"443","WALLACE"," let me"
"444","TRUMP"," in many cases isis aligned and we now have them in our country and wait until you see this is going to be the great trojan horse and wait until you see what happens in the coming years lots of luck hillary thanks a lot for doing a great job "
"445","WALLACE"," secretary clinton you have talked about and in the last debate and again today that you would impose a no fly zone to try to protect the people of aleppo and to stop the killing there president obama has refused to do that because he fears it s going to draw us closer or deeper into the conflict "
"446","WALLACE","and general joseph dunford the chairman of the joint chiefs of staff says you impose a no fly zone chances are you re going to get into a war his words with syria and russia so the question i have is if you impose a no fly zone first of all how do you respond to their concerns secondly if you impose a no fly zone and a russian plane violates that does president clinton shoot that plane down "
"447","CLINTON"," well chris first of all i think a no fly zone could save lives and could hasten the end of the conflict i m well aware of the really legitimate concerns that you have expressed from both the president and the general "
"448","CLINTON","this would not be done just on the first day this would take a lot of negotiation and it would also take making it clear to the russians and the syrians that our purpose here was to provide safe zones on the ground "
"449","CLINTON","we ve had millions of people leave syria and those millions of people inside syria who have been dislocated so i think we could strike a deal and make it very clear to the russians and the syrians that this was something that we believe was in the best interests of the people on the ground in syria it would help us with our fight against isis "
"450","CLINTON","but i want to respond to what donald said about refugees he s made these claims repeatedly i am not going to let anyone into this country who is not vetted who we do not have confidence in but i am not going to slam the door on women and children that picture of that little year old boy in aleppo with the blood coming down his face while he sat in an ambulance is haunting and so we are going to do very careful thorough vetting that does not solve our internal challenges with isis and our need to stop radicalization to work with american muslim communities who are on the front lines to identify and prevent attacks in fact the killer of the dozens of people at the nightclub in orlando the pulse nightclub was born in queens the same place donald was born so let s be clear about what the threat is and how we are best going to be able to meet it "
"451","CLINTON","and yes some of that threat emanates from over in syria and iraq and we ve got to keep fighting and i will defeat isis and some of it is we have to up our game and be much smarter here at home "
"452","WALLACE"," folks i want to get into our final segment "
"453","TRUMP"," but i just have to"
"454","WALLACE"," real quick "
"455","TRUMP"," it s so ridiculous what she she will defeat isis we should have never let isis happen in the first place and right now they re in countries "
"456","WALLACE"," "
"457","TRUMP"," we should have wait one second they had a cease fire three weeks ago a cease fire the united states russia and syria and during the cease fire russia took over vast swatches of land and then they said we don t want the cease fire anymore "
"458","TRUMP","we are so outplayed on missiles on cease fires they are outplayed now she wasn t there i assume she had nothing to do with it but our country is so outplayed by putin and assad and by the way and by iran nobody can believe how stupid our leadership is "
"459","WALLACE"," mr trump secretary clinton no we need to move on to our final segment and that is the national debt which has not been discussed until tonight "
"460","WALLACE","our national debt as a share of the economy our is now percent that s the highest since just after world war but the nonpartisan committee for a responsible federal budget says secretary clinton under your plan debt would rise to percent of over the next years mr trump under your plan they say it would rise to percent of over the next years the question is why are both of you ignoring this problem mr trump you go first "
"461","TRUMP"," well i say they re wrong because i m going to create tremendous jobs and we re bringing from really percent which is what it is now and if she got in it will be less than zero but we re bringing it from percent up to percent and i actually think we can go higher than percent i think you can go to percent or percent and if we do you don t have to bother asking your question because we have a tremendous machine we will have created a tremendous economic machine once again to do that we re taking back jobs we re not going to let our companies be raided by other countries where we lose all our jobs we don t make our product anymore it s very sad but i m going to create a the kind of a country that we were from the standpoint of industry we used to be there we ve given it up we ve become very very sloppy "
"462","TRUMP","we ve had people that are political hacks making the biggest deals in the world bigger than companies you take these big companies these trade deals are far bigger than these companies and yet we don t use our great leaders many of whom back me and many of whom back hillary i must say but we don t use those people those are the people these are the greatest negotiators in the world we have the greatest businesspeople in the world we have to use them to negotiate our trade deals "
"463","TRUMP","we use political hacks we use people that get the position because they gave they made a campaign contribution and they re dealing with china and people that are very much smarter than they are so we have to use our great people "
"464","TRUMP","but that being said we will create an economic machine the likes of which we haven t seen in many decades and people chris will again go back to work and they ll make a lot of money and we ll have companies that will grow and expand and start from new "
"465","WALLACE"," secretary clinton "
"466","CLINTON"," well first when i hear donald talk like that and know that his slogan is make america great again i wonder when he thought america was great and before he rushes and says you know before you and president obama were there i think it s important to recognize that he has been criticizing our government for decades "
"467","CLINTON","you know back in he took out a ad in the new york times during the time when president reagan was president and basically said exactly what he just said now that we were the laughingstock of the world he was criticizing president reagan this is the way donald thinks about himself puts himself into you know the middle and says you know i alone can fix it as he said on the convention stage "
"468","CLINTON","but if you look at the debt which is the issue you asked about chris i pay for everything i m proposing i do not add a penny to the national debt i take that very seriously because i do think it s one of the issues we ve got to come to grips with "
"469","CLINTON","so when i talk about how we re going to pay for education how we re going to invest in infrastructure how we re going to get the cost of prescription drugs down and a lot of the other issues that people talk to me about all the time i ve made it very clear we are going where the money is we are going to ask the wealthy and corporations to pay their fair share "
"470","CLINTON","and there is no evidence whatsoever that that will slow down or diminish our growth in fact i think just the opposite we ll have what economists call middle out growth we ve got to get back to rebuilding the middle class the families of america that s where growth will come from that s why i want to invest in you i want to invest in your family "
"471","CLINTON","and i think that s the smartest way to grow the economy to make the economy fairer and we just have a big disagreement about this it may be because of our experiences you know he started off with his dad as a millionaire"
"472","TRUMP"," yeah yeah we ve heard we ve heard this before hillary "
"473","CLINTON"," i started off with my dad was a small business man "
"474","TRUMP"," we ve heard this before "
"475","CLINTON"," and i think it you know it s a difference that affects how we see the world and what we want to do with the economy "
"476","WALLACE"," time "
"477","TRUMP"," thank you hillary could i just respond "
"478","WALLACE"," well no sir because we re running out of time"
"479","TRUMP"," because i did disagree with ronald reagan very strongly on trade i disagreed with him we should have been much tougher on trade even then i ve been waiting for years nobody does it right "
"480","WALLACE"," "
"481","TRUMP"," and frankly now we re going to do it right "
"482","WALLACE"," all right the one last area i want to get into with you in this debate is the fact that the biggest driver of our debt is entitlements which is percent of all federal spending now the committee for federal a responsible federal budget has looked at both of your plans and they say neither of you has a serious plan that is going to solve the fact that medicare s going to run out of money in the s social security is going to run out of money in the s and at that time recipients are going to take huge cuts in their benefits "
